Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Rwanda,RWA,Forest area (% of land area),AG.LND.FRST.ZS,12.8901499797,12.9955411431,13.1009323064,13.2063234698,13.3117146332,13.4171057965,13.5224969599,13.6278881232,13.7332792866,13.8386704499,13.9440616133,14.2764491285,14.6088366437,14.9412241589,15.2736116741,15.6059991893,16.1005269558,16.5950547223,17.0895824889,17.5841102554,18.0786380219,18.3542764491,18.6299148764,18.9055533036,19.1811917308,19.4568301581
South Asia,SAS,Forest area (% of land area),AG.LND.FRST.ZS,16.5107672172,16.5129493018,16.5151313864,16.517313471,16.5434567172,16.5456419669,16.5478272165,16.5500124662,16.5521956207,16.5543808704,16.5553521074,16.6309251958,16.7064982842,16.7820713726,16.8635903811,16.9391901252,17.0183107178,17.0974292147,17.1765498073,17.2556704,17.3347909926,17.3633203446,17.3918496967,17.4203790487,17.4489084007,17.477435657
Saudi Arabia,SAU,Forest area (% of land area),AG.LND.FRST.ZS,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349,0.4544841349
Sudan,SDN,Forest area (% of land area),AG.LND.FRST.ZS,12.9323695286,12.8589646465,12.7855555556,12.7121506734,12.6387415825,12.5653367003,12.4919276094,12.4185227273,12.3451136364,12.2717087542,12.1982996633,12.1248947811,12.0514856902,11.9780808081,11.9046717172,11.831266835,11.7578577441,11.684452862,11.611043771,11.5376388889,11.464229798,8.3786195286,8.3052104377,8.2318055556,8.1583964646,8.0849915825
Senegal,SEN,Forest area (% of land area),AG.LND.FRST.ZS,48.5534721862,48.3197423778,48.0860125695,47.8522827611,47.6185529528,47.3848231444,47.1510933361,46.9173635278,46.6836337194,46.4499039111,46.2161741027,45.9824442944,45.7487144861,45.5149846777,45.2812548694,45.047525061,44.8397652314,44.6320054018,44.4242455721,44.2164857425,44.0087259128,43.8009660832,43.5932062536,43.3854464239,43.1776865943,42.9699267647
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,24.4029850746,24.4029850746,24.4029850746,24.4029850746,24.4029850746,24.4029850746,24.4029850746,24.4029850746,24.4029850746,24.4029850746,24.4029850746,24.4029850746,24.2222222222,23.7991266376,23.7300435414,23.7300435414,23.5590778098,23.5251798561,23.3571428571,23.3571428571,23.2905982906,23.2244318182,23.1586402266,23.125884017,23.0606488011,23.0606488011
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS,83.0296534477,82.8295819936,82.6295105395,82.4294390854,82.2293676313,82.0292961772,81.8292247231,81.629153269,81.4290818149,81.2290103608,81.0289389068,80.8360128617,80.6430868167,80.4501607717,80.2572347267,80.0643086817,79.8642372276,79.6641657735,79.4640943194,79.2640228653,79.0639514112,78.8638799571,78.663808503,78.4637370489,78.2636655949,78.0635941408
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS,43.1975616514,42.9260182876,42.6544749238,42.38293156,42.1113881962,41.8398448324,41.5683014686,41.2967581047,41.0252147409,40.7536713771,40.4821280133,40.2105846495,39.9390412857,39.6674979219,39.395954558,39.1244111942,38.8528678304,38.5813244666,38.3097811028,38.038237739,37.7666943752,38.6478248822,39.5289553893,40.4100858964,41.2912164034,42.1723469105
El Salvador,SLV,Forest area (% of land area),AG.LND.FRST.ZS,18.194980695,17.9777992278,17.7606177606,17.5434362934,17.3262548263,17.1090733591,16.8918918919,16.6747104247,16.4575289575,16.2403474903,16.0231660232,15.8011583012,15.5791505792,15.3571428571,15.1351351351,14.9131274131,14.7007722008,14.4884169884,14.2760617761,14.0637065637,13.8513513514,13.638996139,13.4266409266,13.2142857143,13.0019305019,12.7895752896
San Marino,SMR,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM,Forest area (% of land area),AG.LND.FRST.ZS,13.2017725635,13.0795103134,12.9572480633,12.8349858131,12.712723563,12.5904613128,12.4681990627,12.3459368126,12.2236745624,12.1014123123,11.9791500622,11.8567284088,11.7343067555,11.6118851022,11.4894634488,11.3670417955,11.2446201422,11.1221984889,10.9997768355,10.8773551822,10.7549335289,10.6325118755,10.5100902222,10.3876685689,10.2652469155,10.1428252622
Serbia,SRB,Forest area (% of land area),AG.LND.FRST.ZS,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.3100846101,28.8520466499,29.3940086897,29.9359707295,30.4779327693,31.0198948091,31.0359021267,31.0519094443,31.0679167619,31.0839240796,31.0999313972
Sub-Saharan Africa (excluding high income),SSA,Forest area (% of land area),AG.LND.FRST.ZS,29.528060187,29.3776342066,29.2272082262,29.0767822458,28.9263562653,28.7759302849,28.6255038811,28.4750783241,28.3246519203,28.1742263633,28.0237999594,27.8871077703,27.7504151577,27.6137229685,27.4770303559,27.3403381667,27.195274441,27.0502111388,26.9051474131,26.7600841108,26.6142202771,26.190393505,26.0698870043,25.9493750101,25.8288681115,25.7083616364
South Sudan,SSD,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Forest area (% of land area),AG.LND.FRST.ZS,29.5292071,29.3787840494,29.2283609989,29.0779379484,28.9275148978,28.7770918473,28.6266683733,28.4762457462,28.3258222722,28.1753996451,28.0249761712,27.8882866444,27.7515966941,27.6149071673,27.4782172171,27.3415276903,27.1964667901,27.0514063133,26.906345413,26.7612849362,26.6154239073,26.1916053768,26.0711012231,25.9505915758,25.8300870242,25.7095828961
Small states,SST,Forest area (% of land area),AG.LND.FRST.ZS,38.083571073,38.0180753057,37.9299917394,37.8407202636,37.8559443763,37.7664218286,37.6769112742,37.5874007198,37.4978821699,37.4083756133,37.3188610611,37.2280472267,37.1372333923,37.0462794501,36.9801993665,36.8891775425,36.810809016,36.7322935444,36.6537787009,36.5754148018,36.4970217022,36.4932643399,36.4895401875,36.4858638316,36.4821688811,36.4784805255
Sao Tome and Principe,STP,Forest area (% of land area),AG.LND.FRST.ZS,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,58.3333333333,57.8333333333,57.3333333333,56.8333333333,56.3333333333,55.8333333333,55.8333333333,55.8333333333,55.8333333333,55.8333333333,55.8333333333
Suriname,SUR,Forest area (% of land area),AG.LND.FRST.ZS,98.9102564103,98.8852564103,98.8602564103,98.8352564103,98.8102564103,98.7852564103,98.7602564103,98.7352564103,98.7102564103,98.6852564103,98.6602564103,98.6346153846,98.608974359,98.5833333333,98.5576923077,98.5320512821,98.5064102564,98.4807692308,98.4551282051,98.4294871795,98.4038461538,98.3794871795,98.3551282051,98.3307692308,98.3064102564,98.2820512821
Slovak Republic,SVK,Forest area (% of land area),AG.LND.FRST.ZS,39.9584199584,39.9584199584,39.9584199584,39.9521829522,39.9501039501,39.948024948,39.9459459459,39.9438669439,39.9417879418,39.9397089397,39.9376299376,39.9833679834,40.0291060291,40.0665142382,40.1205821206,40.1663201663,40.1954261954,40.2245322245,40.2536382536,40.2911208151,40.3193944813,40.3260688737,40.3302279155,40.3343869572,40.3402237658,40.3477392787
Slovenia,SVN,Forest area (% of land area),AG.LND.FRST.ZS,58.9870903674,58.9870903674,59.4339622642,59.6573982125,59.8808341609,60.1042701092,60.3277060576,60.551142006,60.7745779543,60.9980139027,61.221449851,61.320754717,61.4200595829,61.5193644489,61.6186693148,61.7179741807,61.7576961271,61.7974180735,61.8371400199,61.8768619662,61.9165839126,61.9265143992,61.9364448858,61.9463753724,61.956305859,61.9662363456
Sweden,SWE,Forest area (% of land area),AG.LND.FRST.ZS,68.3896281133,68.4139981479,68.4383681825,68.4627382171,68.4871082517,68.5114782863,68.5358483209,68.5602183555,68.5845883901,68.6089584247,68.6333284593,68.6601354974,68.6869425355,68.7137495735,68.7405566116,68.7673636497,68.6966905493,68.6260174489,68.5553443486,68.4846712482,68.4139981479,68.4139981479,68.9178573182,68.9178573182,68.9229333923,68.9229333923
Swaziland,SWZ,Forest area (% of land area),AG.LND.FRST.ZS,27.4418604651,27.7093023256,27.976744186,28.2441860465,28.511627907,28.7790697674,29.0465116279,29.3139534884,29.5813953488,29.8488372093,30.1162790698,30.3837209302,30.6511627907,30.9186046512,31.1860465116,31.4534883721,31.7093023256,31.9651162791,32.2209302326,32.476744186,32.7325581395,33,33.2674418605,33.5348837209,33.8023255814,34.0697674419
Sint Maarten (Dutch part),SXM,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Forest area (% of land area),AG.LND.FRST.ZS,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783,88.4130434783
Syrian Arab Republic,SYR,Forest area (% of land area),AG.LND.FRST.ZS,2.0241593209,2.0568070519,2.0894547829,2.1221025139,2.1547502449,2.1873979758,2.2200457068,2.2526934378,2.2853411688,2.3179888998,2.3506366308,2.382196104,2.4137555773,2.4478457432,2.4797080133,2.5113035899,2.5431574361,2.5756915705,2.6083641908,2.6410368112,2.6738550346,2.6738550346,2.6738550346,2.6738550346,2.6738550346,2.6738550346
Turks and Caicos Islands,TCA,Forest area (% of land area),AG.LND.FRST.ZS,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158
Chad,TCD,Forest area (% of land area),AG.LND.FRST.ZS,5.3248094028,5.2947109276,5.2646124524,5.2345139771,5.2044155019,5.1743170267,5.1442185515,5.1141200762,5.084021601,5.0539231258,5.0238246506,4.9944409149,4.9650571792,4.9356734435,4.9062897078,4.876905972,4.7763659466,4.6758259212,4.5752858958,4.4747458704,4.374205845,4.2736658196,4.1731257942,4.0725857687,3.9720457433,3.8715057179
East Asia & Pacific (IDA & IBRD countries),TEA,Forest area (% of land area),AG.LND.FRST.ZS,28.3901529169,28.3821422495,28.3693035795,28.356464277,28.343625607,28.3308042249,28.317982194,28.3051435078,28.292304189,28.2794655028,28.2924688553,28.4414577774,28.5914712537,28.7413842764,28.8906479596,29.0398026121,29.1248532156,29.2100133427,29.2956540926,29.3809253145,29.4662529867,29.5088966953,29.5518577007,29.5946889295,29.6373891773,29.680089425
Europe & Central Asia (IDA & IBRD countries),TEC,Forest area (% of land area),AG.LND.FRST.ZS,38.2419264215,38.2492794471,38.2590994447,38.2740782959,38.2909279821,38.304733885,38.3141075106,38.3217969385,38.3264587382,38.3239195313,38.3447323046,38.3535455697,38.3628186296,38.3700219793,38.3765973396,38.383777108,38.4571663577,38.525053047,38.593855613,38.6611708324,38.728369767,38.7379735864,38.7479686163,38.7576753,38.7694086477,38.7791580017
Togo,TGO,Forest area (% of land area),AG.LND.FRST.ZS,12.5942268799,12.2283507998,11.8624747196,11.4965986395,11.1307225593,10.7648464791,10.398970399,10.0330943188,9.6672182386,9.3013421585,8.9354660783,8.5677514249,8.2000367715,7.832322118,7.4646074646,7.0968928112,6.7328553043,6.3688177974,6.0047802905,5.6407427836,5.2767052767,4.9126677698,4.5486302629,4.184592756,3.8205552491,3.4565177422
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,27.4129460354,28.0013310106,28.5897159858,29.1781009611,29.7664859363,30.3548709115,30.9432558868,31.531640862,32.1200258373,32.7084108125,33.2967957877,32.9401632445,32.5835307013,32.2268981581,31.8702656149,31.5136330717,31.5719626534,31.6302922351,31.6886218168,31.7469513985,31.8052809803,31.8640020357,31.9227230911,31.9814441465,32.0401652019,32.0988862573
Tajikistan,TJK,Forest area (% of land area),AG.LND.FRST.ZS,2.9151186053,2.9151186053,2.9179765647,2.9194055444,2.9208345241,2.9222635039,2.9236924836,2.9251214633,2.926550443,2.9279794227,2.9294084024,2.9294084024,2.9294084024,2.9294084024,2.9294084024,2.9294084024,2.9294084024,2.9294084024,2.9294084024,2.9294084024,2.9294084024,2.9322663618,2.9351243212,2.9379822807,2.9657170032,2.9685991382
Turkmenistan,TKM,Forest area (% of land area),AG.LND.FRST.ZS,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045
Latin America & the Caribbean (IDA & IBRD countries),TLA,Forest area (% of land area),AG.LND.FRST.ZS,51.2128339265,50.9869255573,50.761019194,50.5351118277,50.3092044614,50.0832965937,49.8573897288,49.631482864,49.4762336675,49.250003716,49.0237732625,48.7820735062,48.54037375,48.2986749981,48.0569752419,47.8152759878,47.6338851697,47.4524948538,47.2711055422,47.0897152262,46.9083249103,46.7961791199,46.6840338317,46.5718890457,46.4597437574,46.3475984692
Timor-Leste,TLS,Forest area (% of land area),AG.LND.FRST.ZS,64.9630127774,64.2098184264,63.4566240753,62.7034297243,61.9502353732,61.1970410222,60.4438466712,59.6906523201,58.9374579691,58.184263618,57.431069267,56.6778749159,55.9246805649,55.1714862139,54.4182918628,53.6650975118,52.9119031607,52.1587088097,51.4055144586,50.6523201076,49.8991257566,49.1459314055,48.3927370545,47.6395427034,46.8863483524,46.1331540013
Middle East & North Africa (IDA & IBRD countries),TMN,Forest area (% of land area),AG.LND.FRST.ZS,2.1486839424,2.1542825125,2.1598810825,2.1654796525,2.1710782225,2.1766767926,2.1822753626,2.1878739326,2.1934725026,2.1990710727,2.2046696427,2.2477077815,2.290747078,2.333836552,2.3768822987,2.4199214838,2.4375342247,2.4551609326,2.4727904624,2.4911438785,2.508781438,2.5099950667,2.5112086955,2.5124223243,2.5136359531,2.5148495818
Tonga,TON,Forest area (% of land area),AG.LND.FRST.ZS,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
South Asia (IDA & IBRD),TSA,Forest area (% of land area),AG.LND.FRST.ZS,16.5107672172,16.5129493018,16.5151313864,16.517313471,16.5434567172,16.5456419669,16.5478272165,16.5500124662,16.5521956207,16.5543808704,16.5553521074,16.6309251958,16.7064982842,16.7820713726,16.8635903811,16.9391901252,17.0183107178,17.0974292147,17.1765498073,17.2556704,17.3347909926,17.3633203446,17.3918496967,17.4203790487,17.4489084007,17.477435657
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (% of land area),AG.LND.FRST.ZS,29.5292071,29.3787840494,29.2283609989,29.0779379484,28.9275148978,28.7770918473,28.6266683733,28.4762457462,28.3258222722,28.1753996451,28.0249761712,27.8882866444,27.7515966941,27.6149071673,27.4782172171,27.3415276903,27.1964667901,27.0514063133,26.906345413,26.7612849362,26.6154239073,26.1916053768,26.0711012231,25.9505915758,25.8300870242,25.7095828961
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,46.9200779727,46.7816764133,46.6432748538,46.5048732943,46.3664717349,46.2280701754,46.089668616,45.9512670565,45.8128654971,45.6744639376,45.5360623782,45.395711501,45.2553606238,45.1150097466,44.9746588694,44.8343079922,44.693957115,44.5536062378,44.4132553606,44.2729044834,44.1325536062,44.4483430799,44.7621832359,45.0779727096,45.3918128655,45.7076023392
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,4.1387744593,4.2636457261,4.3885169928,4.5133882595,4.6382595263,4.763130793,4.8880020597,5.0128733265,5.1377445932,5.2626158599,5.3874871267,5.4878990731,5.5883110196,5.688722966,5.7891349125,5.8895468589,5.9860968074,6.0826467559,6.1791967044,6.2757466529,6.3722966014,6.4379505664,6.5036045314,6.5692584964,6.6349124614,6.7005664264
Turkey,TUR,Forest area (% of land area),AG.LND.FRST.ZS,12.5021114042,12.5750035731,12.6478957421,12.7207879111,12.79368008,12.866572249,12.939464418,13.0123565869,13.0852487559,13.1581409249,13.2310330938,13.3555084911,13.4799838884,13.6044592856,13.7289346829,13.8534100802,13.9939971155,14.1345841508,14.2751711862,14.4157582215,14.5563452568,14.6893962034,14.8224471499,14.9554980965,15.088549043,15.2215999896
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333
Tanzania,TZA,Forest area (% of land area),AG.LND.FRST.ZS,63.1293745767,62.6778053737,62.2262361707,61.7746669677,61.3230977647,60.8715285618,60.4199593588,59.9683901558,59.5168209528,59.0652517498,58.6136825469,58.1621133439,57.7105441409,57.2589749379,56.8074057349,56.3558365319,55.904267329,55.452698126,55.001128923,54.54955972,54.097990517,53.6780311583,53.2580717995,52.8381124407,52.418153082,51.9981937232
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,23.7775887093,23.3361693609,22.8947500125,22.4533306641,22.0119113158,21.5704919674,21.129072619,20.6876532706,20.2462339222,19.8048145738,19.3633952255,18.922976828,18.4825584305,18.042140033,17.6017216356,17.1613032381,16.4846604274,15.8080176167,15.1313748061,14.4547319954,13.7293038101,13.0550568522,12.3808098943,11.7065629364,11.0323159785,10.3580690205
Ukraine,UKR,Forest area (% of land area),AG.LND.FRST.ZS,16.0075947182,16.0075947182,16.0890653318,16.1298006386,16.1705359455,16.2112712523,16.2520065591,16.2927418659,16.3334771727,16.3742124795,16.4149477863,16.4373867265,16.4601097801,16.4825491076,16.5049884351,16.5262867203,16.5175365921,16.5090708232,16.5000345232,16.49071325,16.4813919768,16.519022302,16.5566526272,16.5942829524,16.6327746034,16.6705219874
Upper middle income,UMC,Forest area (% of land area),AG.LND.FRST.ZS,36.0759896813,36.0478679128,36.0189383532,35.9929018368,35.967528351,35.9409732383,35.9127483282,35.8838127441,35.8720436764,35.8391386306,35.8152677419,35.7984376375,35.7824254086,35.7649243487,35.747316168,35.7298641645,35.7430352626,35.7540739356,35.7654698071,35.7779174882,35.7886913858,35.7888397001,35.7897092712,35.7916449617,35.7922453892,35.7927513636
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,4.5583361901,4.8850988458,5.2118615015,5.5386241572,5.8653868129,6.1921494686,6.5189121243,6.84567478,7.1724374357,7.4992000914,7.8259627471,7.9997714547,8.1735801623,8.3473888698,8.5211975774,8.695006285,8.9344074963,9.1738087076,9.4132099189,9.6526111302,9.8920123414,10.0219403497,10.1518683579,10.2817963661,10.4117243744,10.5416523826
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,33.0223082097,33.0341654511,33.0460226925,33.057879934,33.0697371754,33.0815944168,33.0934516583,33.1053088997,33.1171661411,33.1290233826,33.1301735881,33.1568273899,33.1834811917,33.2101349935,33.2367887954,33.2634425972,33.3499528483,33.4364630994,33.5761121715,33.6627595541,33.7494069366,33.7794700582,33.8095331798,33.8395963015,33.8696594231,33.8997225447
Uzbekistan,UZB,Forest area (% of land area),AG.LND.FRST.ZS,7.1579689704,7.1579689704,7.2364833098,7.2757404795,7.3149976493,7.354254819,7.3935119887,7.4327691584,7.4720263282,7.5112834979,7.5505406676,7.5895627645,7.6285848613,7.6676069582,7.706629055,7.7456511519,7.7364833098,7.7273154678,7.7181476258,7.7089797837,7.6998119417,7.6736718383,7.6475317348,7.6213916314,7.595251528,7.5691114245
St. Vincent and the Grenadines,VCT,Forest area (% of land area),AG.LND.FRST.ZS,64.1025641026,64.358974359,64.6153846154,64.8717948718,65.1282051282,65.3846153846,65.641025641,65.8974358974,66.1538461538,66.4102564103,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,66.6666666667,67.1794871795,67.6923076923,68.2051282051,68.7179487179,69.2307692308,69.2307692308,69.2307692308,69.2307692308,69.2307692308,69.2307692308
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,58.9830508475,58.6571056063,58.3311603651,58.0052151239,57.6792698827,57.3533246415,57.0273794003,56.7014341591,56.3754889179,56.0495436767,55.7235984355,55.397539822,55.0714812085,54.7454225951,54.4193639816,54.0933053682,54.0461425089,53.9989796497,53.9518167904,53.9046539312,53.8574910719,53.6711070801,53.4847230883,53.2983390964,53.1119551046,52.9255711127
British Virgin Islands,VGB,Forest area (% of land area),AG.LND.FRST.ZS,24.7333333333,24.7333333333,24.6666666667,24.6666666667,24.6,24.6,24.6,24.5333333333,24.5333333333,24.4666666667,24.4666666667,24.4666666667,24.4666666667,24.4,24.4,24.4,24.4,24.3333333333,24.3333333333,24.2666666667,24.2666666667,24.2666666667,24.2,24.2,24.1333333333,24.1333333333
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,67.3714285714,66.4857142857,65.6,64.7142857143,63.8285714286,62.9142857143,62.0285714286,61.1428571429,60.2571428571,59.3714285714,58.4857142857,57.4857142857,56.4857142857,55.5142857143,54.5142857143,53.5142857143,53.2,52.8571428571,52.5428571429,52.2,51.8857142857,51.5714285714,51.2571428571,50.9142857143,50.6,50.2857142857
Vietnam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,28.7658607023,29.4921502965,30.2184398906,30.9447294848,31.6710190789,32.3973086731,33.1235982672,33.8498878614,34.5761774555,35.3024670497,37.7001221629,38.5644025845,39.5008855257,40.4328054955,41.3035766117,42.1743477279,42.8522591673,43.5301706066,44.208082046,44.8859934853,45.5639049247,45.9799400135,46.3959751024,46.8120101912,47.2280452801,47.6440803689
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672
World,WLD,Forest area (% of land area),AG.LND.FRST.ZS,31.8005718744,31.7441283785,31.6880892152,31.6576481513,31.6044885112,31.5491777966,31.4932578414,31.4204328127,31.3707222789,31.3130768735,31.2537208561,31.2187582696,31.1840521899,31.1489160823,31.1140256995,31.0788073268,31.0534758388,31.0272057291,31.0047230654,30.9788000222,30.9519475344,30.926411086,30.9016010464,30.8760978765,30.8506009947,30.8251041129
Samoa,WSM,Forest area (% of land area),AG.LND.FRST.ZS,45.9363957597,47.3851590106,48.8339222615,50.2826855124,51.7314487633,53.1802120141,54.628975265,56.0777385159,57.5265017668,58.9752650177,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686,60.4240282686
Kosovo,XKX,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Forest area (% of land area),AG.LND.FRST.ZS,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086,1.0398318086
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241,7.6177365241
Zambia,ZMB,Forest area (% of land area),AG.LND.FRST.ZS,71.0259755983,70.8018671222,70.5777586462,70.3536501702,70.1295416941,69.9054332181,69.6813247421,69.457216266,69.23310779,69.008999314,68.7848908379,68.5607823619,68.3366738858,68.1125654098,67.8884569338,67.6643484577,67.4402399817,67.2161315057,66.9920230296,66.7679145536,66.5438060776,66.3196976015,66.0955891255,65.8714806495,65.6473721734,65.4232636974
Zimbabwe,ZWE,Forest area (% of land area),AG.LND.FRST.ZS,57.2935246219,56.4482357503,55.6029468786,54.757658007,53.9123691353,53.0670802637,52.221791392,51.3765025204,50.5312136487,49.685924777,48.8406359054,47.9953470337,47.1500581621,46.3047692904,45.4594804188,44.6141915471,43.7689026755,42.9236138038,42.0783249321,41.2330360605,40.3877471888,39.5801990436,38.7726508983,37.965102753,37.1575546077,36.3500064625
